,Batsmen,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score
3181,IDA Damarell,2,74,14,0,2,108,0,0,0,43
3182,L Savident,2,94,11,2,2,107,1,0,0,76
3183,O Bryan,1,13,1,0,1,42,0,0,0,13
3184,O Olatunji,1,23,1,0,1,54,0,0,0,23
3185,O Onwuzulike,1,15,0,1,1,28,0,0,0,15
3186,SO Akolade,1,11,0,0,0,16,0,0,0,11
3187,JO Ogunlola,1,0,0,0,0,1,0,0,1,0
3188,E Kiongozi,2,27,1,0,2,32,0,0,0,16
3189,GJ McCarter,1,1,0,0,0,1,0,0,0,1
3190,YV Takawale,10,192,26,3,8,175,0,0,2,45
3191,S Rana,8,91,9,1,5,77,0,0,0,19
3192,Shivam Sharma,2,5,1,0,1,2,0,0,0,4
3193,VH Zol,2,29,3,1,2,24,0,0,0,16
3194,M de Lange,2,10,2,0,2,18,0,0,0,9
3195,VS Malik,2,7,1,0,1,6,0,0,0,6
3196,MA Vermeulen,8,177,16,0,7,304,1,0,0,92
3197,Noor-ul-Amin,1,0,0,0,0,1,0,0,1,0
3198,K Goel,16,218,17,9,13,225,0,0,1,38
3199,VRV Singh,3,12,2,0,2,15,0,0,1,8
3200,ST Jayasuriya,146,4356,508,137,136,4004,28,10,13,152
3201,SM Pollock,57,1196,100,30,43,1168,6,1,6,130
3202,MA Khote,3,24,2,1,2,20,0,0,0,9
3203,MV Boucher,154,4057,350,69,111,5626,24,3,6,147
3204,SB Joshi,2,6,0,0,2,14,0,0,0,3
3205,VY Mahesh,5,15,0,0,2,26,0,0,1,6
3206,TM Srivastava,3,8,0,0,1,10,0,0,1,7
3207,W Jaffer,15,296,34,4,14,523,1,0,2,73
3208,B Akhil,11,76,5,5,5,51,0,0,2,27
3209,SB Bangar,7,49,1,3,6,52,0,0,0,17
3210,DNT Zoysa,2,11,1,0,1,8,0,0,0,10
3211,D Kalyankrishna,1,3,0,0,1,7,0,0,0,3
3212,SA Asnodkar,19,423,56,10,18,333,1,0,2,60
3213,SK Warne,27,198,14,6,17,202,0,0,5,34
3214,Salman Butt,88,3320,437,14,79,4654,25,7,11,155
3215,SP Fleming,52,1763,225,24,47,2322,13,4,5,125
3216,S Vidyut,8,145,21,3,8,107,1,0,1,54
3217,LPC Silva,68,1583,153,14,58,2091,12,1,7,107
3218,AS Yadav,6,49,5,2,5,34,0,0,1,16
3219,WPUJC Vaas,60,637,44,4,37,1033,1,0,9,67
3220,RR Raje,5,20,1,1,1,17,0,0,0,11
3221,Mohammad Asif,28,119,16,0,18,323,0,0,8,29
3222,GD McGrath,11,21,1,0,5,41,0,0,4,5
3223,Joginder Sharma,5,36,1,2,4,28,0,0,2,16
3224,M Ntini,42,154,20,1,18,388,0,0,11,28
3225,DT Patil,2,13,1,0,1,12,0,0,0,9
3226,A Kumble,30,274,30,0,13,684,1,0,2,96
3227,A Chopra,6,53,7,0,5,70,0,0,0,24
3228,T Taibu,75,2237,170,22,64,3190,18,3,6,107
3229,J Arunkumar,3,23,5,0,3,21,0,0,1,22
3230,U Kaul,1,0,0,0,0,1,0,0,1,0
3231,Niraj Patel,6,121,14,1,4,120,1,0,0,57
3232,D Salunkhe,3,33,5,0,1,23,0,0,0,26
3233,PM Sarvesh Kumar,1,1,0,0,0,2,0,0,0,1
3234,DP Vijaykumar,1,1,0,0,0,1,0,0,0,1
3235,Shoaib Akhtar,26,85,7,4,14,103,0,0,6,25
3236,PR Shah,9,92,9,2,8,90,0,0,1,29
3237,H Das,1,2,0,0,1,4,0,0,0,2
3238,VS Yeligati,1,2,0,0,1,1,0,0,0,2
3239,T Kohli,3,11,0,1,3,17,0,0,0,7
3240,WA Mota,8,56,2,0,5,71,0,0,0,25
3241,RR Powar,22,191,13,3,13,266,1,0,1,54
3242,Mehrab Hossain jnr,16,287,31,0,13,627,2,0,1,55
3243,Raqibul Hasan,61,1529,125,10,53,2650,9,1,6,109
3244,Dhiman Ghosh,12,125,9,1,9,198,0,0,3,30
3245,MG Vandort,5,146,20,0,4,367,1,0,0,76
3246,SM Warnapura,13,747,91,2,12,1267,7,2,1,182
3247,T Thushara,38,443,41,7,29,537,1,0,6,54
3248,ML Udawatte,12,295,30,3,12,407,2,0,2,73
3249,Mohammad Yousuf,87,3412,314,18,76,4983,29,6,0,124
3250,Aftab Ahmed,59,1187,127,21,55,1681,5,0,4,68
3251,Bazid Khan,2,53,2,1,2,100,1,0,0,51
3252,Iftikhar Anjum,25,175,11,3,13,268,0,0,3,32
3253,Naumanullah,1,5,1,0,1,3,0,0,0,5
3254,Dolar Mahmud,4,61,5,4,4,41,0,0,2,41
3255,SR Clark,22,180,16,5,13,239,0,0,3,32
3256,G Onions,8,31,4,0,2,98,0,0,2,17
3257,SJ Harmison,14,138,16,1,8,242,0,0,0,49
3258,RJ Sidebottom,27,271,27,0,17,621,0,0,2,32
3259,ND McKenzie,22,1340,167,5,17,3027,7,3,1,249
3260,AG Prince,47,1954,202,12,32,3927,13,6,3,162
3261,Mahbubul Alam,4,84,3,4,4,121,1,0,0,59
3262,M Zondeki,2,0,0,0,2,2,0,0,2,0
3263,LE Bosman,25,571,59,27,25,487,4,0,4,94
3264,J Louw,2,24,1,3,1,8,0,0,0,23
3265,Syed Rasel,23,68,6,0,14,148,0,0,6,10
3266,PL Harris,24,374,38,3,22,990,0,0,2,49
3267,VB van Jaarsveld,5,24,0,0,4,36,0,0,1,12
3268,BE McGain,1,2,0,0,0,15,0,0,0,2
3269,I Khan,1,20,1,0,1,63,0,0,0,20
3270,NW Bracken,35,181,12,3,19,257,0,0,7,21
3271,B Geeves,1,10,1,0,0,11,0,0,0,10
3272,A Symonds,115,3993,359,102,83,4141,30,6,6,223
3273,JM How,47,1440,171,7,45,2409,11,2,2,139
3274,IE O'Brien,16,189,24,0,12,478,0,0,2,38
3275,CD Cumming,3,47,8,0,3,147,0,0,1,42
3276,BJ Diamanti,1,26,3,0,0,23,0,0,0,26
3277,BP Nash,20,962,108,2,18,2148,8,4,0,116
3278,DBL Powell,29,256,24,5,23,509,0,0,7,48
3279,TR Ambrose,16,457,55,4,14,980,4,1,2,107
3280,RO Hinds,5,142,18,2,5,390,0,0,0,47
3281,LS Baker,6,34,5,0,2,64,0,0,3,19
3282,CR Foggo,2,12,1,0,2,14,0,0,0,6
3283,OL Pitcher,8,167,13,0,7,321,1,0,2,63
3284,JJ Celestine,4,28,5,0,4,62,0,0,1,15
3285,IH Romaine,13,183,20,1,11,362,1,0,3,61
3286,J Edness,5,119,13,0,5,215,1,0,2,72
3287,RR Watson,17,300,41,2,13,390,1,0,1,54
3288,NS Poonia,11,106,3,1,7,139,0,0,3,38
3289,CJO Smith,15,229,31,0,14,293,1,0,4,51
3290,AL Watkins,4,150,19,2,3,116,1,0,0,89
3291,Anjum Chopra,2,15,1,0,2,30,0,0,1,15
3292,R Dhar,3,19,1,0,2,34,0,0,0,12
3293,P Roy,3,26,1,0,2,60,0,0,0,17
3294,S Nitschke,6,111,14,0,5,92,0,0,1,37
3295,KL Rolton,3,82,6,1,2,77,0,0,0,43
3296,SC Taylor,5,250,30,1,2,196,3,0,0,76
3297,BL Morgan,2,66,5,0,1,57,0,0,0,46
3298,RWT Key,1,10,0,0,0,9,0,0,0,10
3299,DJ Reekers,8,73,12,2,7,53,0,0,2,25
3300,B Zuiderent,16,233,20,2,14,376,1,0,3,71
3301,GM Hamilton,17,233,19,1,17,403,1,0,0,58
3302,NFI McCallum,15,277,31,5,13,408,1,1,3,121
3303,GA Rogers,3,33,5,0,1,52,0,0,0,26
3304,GD Drummond,6,108,9,2,3,100,0,0,0,35
3305,JP Bray,12,236,25,2,10,377,1,1,3,115
3306,J Smits,5,25,0,0,3,76,0,0,1,11
3307,AC Botha,24,340,38,2,19,485,1,0,6,52
3308,RM West,5,11,1,0,3,12,0,0,1,8
3309,WK McCallan,16,112,10,0,12,180,0,0,5,25
3310,PD McGlashan,11,124,12,3,9,110,1,0,0,56
3311,PC Connell,5,10,1,0,3,30,0,0,2,6
3312,AA Deshpande,2,37,4,1,2,83,0,0,0,32
3313,CMG Atkins,2,117,13,0,0,211,1,0,0,69
3314,SR Waters,7,67,7,0,7,141,0,0,1,17
3315,JK Kamande,23,192,15,1,22,379,0,0,3,37
3316,PJ Ongondo,19,93,4,3,15,165,0,0,4,16
3317,KO Otieno,6,34,5,0,6,99,0,0,1,19
3318,AO Suji,5,43,4,0,4,84,0,0,0,15
3319,JAR Blain,9,111,5,2,7,189,0,0,1,41
3320,K Weeraratne,8,164,10,3,5,159,0,0,0,41
3321,Shoaib Khan jnr,2,6,0,0,2,13,0,0,1,6
3322,Rajin Saleh,10,122,15,0,10,313,0,0,2,37
3323,TG McIntosh,15,657,69,7,13,1841,5,1,1,151
3324,SE Findlay,6,120,13,2,5,166,1,0,0,59
3325,EP Thompson,1,1,0,0,0,1,0,0,0,1
3326,S Chattergoon,11,357,51,3,10,561,3,0,2,57
3327,KM Dabengwa,25,377,21,7,19,619,0,0,2,45
3328,RS Morton,49,1414,119,17,42,2141,10,2,7,110
3329,DE Bernard,13,326,26,3,9,557,2,1,0,105
3330,EC Rainsford,13,19,0,0,4,74,0,0,3,9
3331,SJ Andrews,1,16,1,0,1,35,0,0,0,16
3332,RL Bhudia,4,42,1,3,3,32,0,0,1,22
3333,F Mutizwa,14,245,17,3,11,367,1,0,3,69
3334,SI Mahmood,14,85,8,1,9,93,0,0,3,22
3335,CK Langeveldt,20,79,8,1,11,123,0,0,5,12
3336,F de Wet,2,20,3,0,2,69,0,0,1,20
3337,Faisal Iqbal,5,257,26,1,5,609,3,0,0,73
3338,CM Wright,7,95,4,1,6,158,0,0,0,37
3339,JM Davison,12,217,29,3,10,196,2,0,4,69
3340,GEF Barnett,7,161,19,0,7,227,0,0,0,40
3341,IS Billcliff,6,127,9,3,5,169,0,0,0,50
3342,S Dhaniram,13,286,23,4,13,311,2,0,1,79
3343,S Jyoti,2,19,0,1,2,41,0,0,0,16
3344,U Bhatti,10,139,11,3,7,137,0,0,0,22
3345,JD Nel,5,30,4,0,1,39,0,0,1,13
3346,Raees Ahmadzai,5,80,8,1,4,75,0,0,0,39
3347,Hasti Gul,1,23,2,1,0,11,0,0,0,23
3348,Khaliq Dad,1,0,0,0,1,1,0,0,1,0
3349,EJCLRC Rainford-Brent,1,23,1,0,0,17,0,0,0,23
3350,NJ Shaw,1,6,0,0,0,6,0,0,0,6
3351,T Henderson,3,11,0,1,2,16,0,0,2,11
3352,Kamran Khan,1,3,0,0,1,4,0,0,0,3
3353,R Bishnoi,3,19,1,2,3,15,0,0,1,18
3354,AS Raut,16,194,13,7,9,161,0,0,1,36
3355,Yashpal Singh,4,47,5,0,4,63,0,0,0,20
3356,AA Bilakhia,7,69,5,0,5,83,0,0,0,22
3357,AN Ghosh,2,7,1,0,2,7,0,0,1,7
3358,Shoaib Ahmed,3,1,0,0,2,5,0,0,2,1
3359,KP Appanna,3,2,0,0,1,4,0,0,1,1
3360,LA Carseldine,5,81,11,0,3,68,0,0,0,39
3361,D du Preez,1,10,0,0,1,12,0,0,0,10
3362,C Nanda,1,0,0,0,1,1,0,0,1,0
3363,SS Shaikh,1,6,1,0,0,7,0,0,0,6
3364,DM Richards,11,304,41,6,10,414,3,0,1,81
3365,OJ Phillips,2,160,16,0,2,309,2,1,0,108
3366,TM Dowlin,18,639,69,2,15,1155,5,1,2,144
3367,FL Reifer,9,156,12,2,9,327,0,0,0,44
3368,RA Austin,2,39,4,0,2,212,0,0,0,22
3369,RN Lewis,10,135,2,8,9,133,0,0,1,28
3370,NT Pascal,2,12,2,0,2,26,0,0,1,12
3371,GC Tonge,4,35,4,0,1,40,0,0,0,25
3372,Abdur Rauf,3,52,4,0,3,162,0,0,1,44
3373,Danish Kaneria,9,106,12,1,6,191,0,0,1,27
3374,HMCM Bandara,16,142,6,4,10,191,0,0,3,31
3375,DR Tuffey,18,318,29,9,13,407,1,0,3,80
3376,SE Bond,33,205,14,3,18,309,0,0,4,29
3377,RJMGM Rupasinghe,2,33,2,0,2,37,0,0,0,18
3378,WW Hinds,18,261,21,2,14,463,1,0,3,76
3379,G Dockrell,1,0,0,0,1,7,0,0,1,0
3380,GJ Hopkins,28,393,32,7,26,640,0,0,2,45
3381,Suhrawadi Shuvo,12,114,10,1,9,171,0,0,0,20
3382,AM Blignaut,2,9,1,0,2,10,0,0,0,8
3383,GA Lamb,19,275,11,1,13,552,0,0,2,46
3384,MH Yardy,31,422,30,2,17,546,2,0,3,60
3385,CU Jayasinghe,3,49,3,1,1,47,0,0,0,38
3386,PY Lavine,2,15,1,0,2,31,0,0,0,8
3387,CP Jack,2,35,3,1,2,46,0,0,0,18
3388,AM Samad,9,214,21,1,7,355,0,0,0,44
3389,RT Crandon,1,5,1,0,1,8,0,0,0,5
3390,A Uniyal,2,4,0,0,1,7,0,0,1,4
3391,Anirudh Singh,4,63,6,1,4,66,0,0,1,40
3392,Jaskaran Singh,4,8,0,0,1,10,0,0,1,4
3393,YA Abdulla,1,0,0,0,0,1,0,0,1,0
3394,JM Kemp,46,994,64,40,32,1208,6,0,4,100
3395,S Tyagi,2,4,0,0,0,6,0,0,0,3
3396,RS Gavaskar,1,2,0,0,1,7,0,0,0,2
3397,S Ladda,2,0,0,0,1,10,0,0,2,0
3398,DR Martyn,26,724,69,7,23,928,6,0,0,96
3399,FY Fazal,12,238,29,2,9,235,1,0,1,55
3400,SJ Srivastava,4,5,0,0,1,5,0,0,1,3
3401,AP Dole,2,34,3,1,2,21,0,0,0,30
3402,RS Sodhi,1,4,1,0,0,2,0,0,0,4
3403,S Sriram,2,31,3,0,2,36,0,0,0,27
3404,B Sumanth,4,35,3,0,1,37,0,0,0,16
3405,C Madan,1,15,3,0,1,20,0,0,0,15
3406,AG Paunikar,5,49,9,0,5,57,0,0,1,20
3407,K Thomson,4,90,6,0,4,122,0,0,0,32
3408,AM Samaroo,1,6,1,0,1,5,0,0,0,6
3409,AE Smith,1,44,3,1,1,46,0,0,0,44
3410,AS Taai,1,4,0,0,0,3,0,0,0,4
3411,APC Kilowan,1,2,0,0,1,1,0,0,0,2
3412,PJ Ingram,12,276,38,1,10,416,2,0,1,69
3413,AJ McKay,11,37,3,0,5,100,0,0,6,25
3414,BJ Arnel,6,45,5,0,3,141,0,0,0,16
3415,MS Sinclair,13,309,39,1,10,571,1,0,2,73
3416,MJ Mason,5,9,0,0,4,25,0,0,1,4
3417,SL Stewart,4,26,2,0,4,55,0,0,0,14
3418,Faisal Hossain,1,8,0,0,0,9,0,0,0,8
3419,Zulqarnain Haider,7,154,19,0,5,287,1,0,0,88
3420,Yasir Hameed,7,182,12,1,7,340,1,0,0,71
3421,M Pushpakumara,1,7,0,0,0,21,0,0,0,7
3422,ZE Surkari,8,127,7,0,7,292,0,0,0,34
3423,WD Balaji Rao,5,22,2,0,4,39,0,0,0,9
3424,BP Loots,3,15,0,2,3,21,0,0,1,9
3425,BA Westdijk,2,0,0,0,2,2,0,0,2,0
3426,BP Kruger,1,8,1,0,1,11,0,0,0,8
3427,AF Buurman,4,26,4,0,4,34,0,0,3,26
3428,Adeel Raja,3,11,1,0,0,61,0,0,1,8
3429,K Whatham,1,18,2,0,1,42,0,0,0,18
3430,LJ Woodcock,2,14,1,0,1,21,0,0,0,11
3431,BJ Bess,1,11,1,1,1,11,0,0,0,11
3432,SJS Smith,1,8,1,0,0,11,0,0,0,8
3433,RT Lyons,2,5,1,0,1,4,0,0,1,5
3434,MBS Jonkman,4,21,2,0,3,38,0,0,1,15
3435,CK Hooper,2,4,1,0,2,2,0,0,1,4
3436,DR Lockhart,1,26,2,0,0,44,0,0,0,26
3437,MA Parker,1,17,1,0,1,21,0,0,0,17
3438,Noor-ul-Haq,1,12,0,0,1,55,0,0,0,12
3439,GW Flower,2,35,2,0,2,44,0,0,0,22
3440,IA Nicolson,1,0,0,0,1,2,0,0,1,0
3441,PR George,1,2,0,0,1,9,0,0,0,2
3442,TJ Heggelman,2,23,0,0,2,69,0,0,0,22
3443,MMA Jonkman,1,13,2,0,1,37,0,0,0,13
3444,A van der Merwe,1,4,0,0,0,4,0,0,0,4
3445,MK Chhetri,4,74,9,0,4,119,0,0,0,36
3446,MJ Paterlini,5,57,3,0,5,159,0,0,0,29
3447,LM Paterlini,4,51,7,1,4,44,0,0,0,27
3448,AG Dugmore,3,81,10,0,3,101,1,0,1,59
3449,T Francis,4,61,5,0,4,129,0,0,1,32
3450,GJ Savage,4,20,0,0,3,58,0,0,0,9
3451,D Forrester,5,47,6,0,2,85,0,0,0,28
3452,NM Northcote,3,41,5,0,3,91,0,0,1,29
3453,HS Jayasena,3,44,7,0,3,45,0,0,0,27
3454,P Ferguson,4,31,3,1,4,94,0,0,0,11
3455,RM Siri,3,57,1,0,2,147,0,0,0,32
3456,A Ferguson,4,114,10,5,4,106,1,0,0,83
3457,EA MacDermott,4,49,5,0,2,49,0,0,0,20
3458,DM Lord,3,12,0,0,2,45,0,0,0,6
3459,J Linton,1,6,0,0,1,12,0,0,0,6
3460,PI Best,2,15,2,0,2,35,0,0,0,11
3461,SA Mohamed,2,43,4,2,1,55,0,0,0,42
3462,P Chin,1,7,0,0,1,53,0,0,0,7
3463,KF Bazil,1,0,0,0,1,2,0,0,1,0
3464,MO Bryan,1,1,0,0,1,19,0,0,0,1
3465,CD Wright,3,25,3,1,2,36,0,0,1,16
3466,LJ Cush,3,191,29,7,3,152,2,1,0,101
3467,C Gibson,2,45,1,0,2,116,0,0,1,45
3468,AL Casime,2,7,0,0,1,15,0,0,0,4
3469,R Amiri,1,8,1,0,1,28,0,0,0,8
3470,H Ramaiya,1,3,0,0,1,14,0,0,0,3
3471,TA Kurukulasuriya,1,9,1,0,1,17,0,0,0,9
3472,RS Abeywickrama,1,24,2,0,0,57,0,0,0,24
3473,A Gordon,1,3,0,0,0,8,0,0,0,3
3474,RK Vishwakarma,1,11,0,0,0,32,0,0,0,11
3475,RA Young,5,169,19,1,3,413,1,0,0,77
3476,SJ Tsukigawa,1,6,1,0,1,6,0,0,0,6
3477,Mohammad Salman,6,52,3,1,4,97,0,0,1,21
3478,Usman Salahuddin,2,13,0,0,1,26,0,0,0,8
3479,N Tanwar,1,17,1,0,1,30,0,0,0,17
3480,DP David,1,1,0,0,1,1,0,0,0,1
3481,SN Pradhan,1,0,0,0,0,1,0,0,1,0
3482,Sunny Singh,5,43,6,1,4,27,0,0,0,20
3483,JJ van der Wath,15,153,7,10,11,120,0,0,4,37
3484,R Ninan,1,3,0,0,1,5,0,0,0,3
3485,SB Wagh,2,2,0,0,2,2,0,0,1,2
3486,I Malhotra,1,7,1,0,0,4,0,0,0,7
3487,L Ablish,1,0,0,0,0,2,0,0,1,0
3488,ND Doshi,1,0,0,0,1,12,0,0,1,0
3489,Y Gnaneswara Rao,1,19,3,0,1,17,0,0,0,19
3490,VAB Tewarie,1,4,0,0,1,21,0,0,0,4
3491,N Kruger,1,5,0,0,1,19,0,0,0,5
3492,GI Maiden,1,12,1,0,0,14,0,0,0,12
3493,TA Copeland,2,39,7,0,1,74,0,0,0,35
3494,MD Bates,1,13,1,1,1,9,0,0,0,13
3495,MR Gillespie,19,161,16,4,11,204,0,0,2,41
3496,SC Meaker,2,2,0,0,2,16,0,0,0,1
3497,C Zhuwao,3,28,5,0,3,35,0,0,1,16
3498,DO Christian,1,0,0,0,1,1,0,0,1,0
3499,MC Bascombe,1,3,0,0,1,8,0,0,0,3
3500,N Ncube,1,17,0,1,1,21,0,0,0,17
3501,M Smook,1,2,0,0,0,2,0,0,0,2
3502,T Shamsi,1,18,2,0,0,25,0,0,0,18
3503,RAJ Smith,1,10,1,1,1,5,0,0,0,10
3504,W van Vuuren,2,97,11,0,1,218,1,0,0,60
3505,C Peake,3,19,3,0,3,45,0,0,1,16
3506,DA Rankin,1,15,1,1,1,16,0,0,0,15
3507,J Mulder,4,21,2,0,2,21,0,0,1,15
3508,Tanbir Hayder,2,5,0,0,2,15,0,0,0,3
3509,Kamrul Islam Rabbi,5,44,4,2,3,226,0,0,1,27
3510,GD Phillips,1,5,0,0,1,10,0,0,0,5
3511,DP Michael,2,0,0,0,2,2,0,0,2,0
3512,HP Kingston,3,29,1,2,2,16,0,0,1,17
3513,TD Andrews,1,2,0,0,1,6,0,0,0,2
3514,WA Agar,2,10,2,0,1,4,0,0,0,8
3515,PS Masvaure,2,55,8,0,2,181,0,0,0,42
3516,Mosharraf Hossain,5,26,0,0,3,75,0,0,0,8
3517,EE Corder,1,0,0,0,0,13,0,0,1,0
3518,H Hameed,3,219,23,2,3,635,2,1,0,113
3519,Sharmin Sultana,9,67,8,0,9,162,0,0,3,22
3520,HIS Mendis,1,1,0,0,1,28,0,0,0,1
3521,KJ Ferrary,2,26,5,0,2,21,0,0,0,19
3522,K Aswani,2,40,3,1,1,38,0,0,0,31
3523,IDM Latin,2,19,1,0,2,25,0,0,0,15
3524,CJ Phillips,1,15,1,0,1,24,0,0,0,15
3525,K Mirpuri,1,21,1,0,0,29,0,0,0,21
3526,J Hazell,2,10,1,0,0,8,0,0,0,8
3527,SRM Arachichige,2,20,3,0,2,21,0,0,1,20
3528,M Hoffman,2,18,1,0,1,34,0,0,0,11
3529,E Kahamker,2,10,0,0,2,20,0,0,1,10
3530,Emanuel Solomon,2,44,5,2,2,24,0,0,0,36
3531,J Evans,2,42,3,2,1,33,0,0,0,25
3532,E Solomon,2,1,0,0,2,2,0,0,1,1
3533,Y Razpurker,2,18,2,0,1,24,0,0,0,13
3534,B Ess,1,1,0,0,1,3,0,0,0,1
3535,Sajid Liaqat,1,27,0,2,1,28,0,0,0,27
3536,Khaled Khan,1,28,1,2,1,17,0,0,0,28
3537,Kashif Hussain,1,1,0,0,0,1,0,0,0,1
3538,A McAuley,2,23,1,0,2,31,0,0,0,17
3539,OJ Webster,2,50,5,1,1,36,0,0,1,50
3540,D Kniveton,1,16,1,0,1,26,0,0,0,16
3541,P Littlejohns,2,16,0,2,1,16,0,0,0,15
3542,C Hawke,1,2,0,0,1,4,0,0,0,2
3543,AM Killey,1,9,1,0,1,10,0,0,0,9
3544,DJ Hawke,1,7,0,0,0,13,0,0,0,7
3545,S Mills,1,1,0,0,1,3,0,0,0,1
3546,K Cawte,1,2,0,0,1,4,0,0,0,2
3547,A van den Berg,1,1,0,0,0,3,0,0,0,1
3548,R Schachat,1,5,0,0,1,8,0,0,0,5
3549,S Bangera,1,17,2,0,0,15,0,0,0,17
3550,N Dokarker,1,2,0,0,1,6,0,0,0,2
3551,D Massil,1,1,0,0,0,1,0,0,0,1
3552,M Armghan Khan,1,14,2,0,1,13,0,0,0,14
3553,Nisar Ahmed,1,20,1,0,0,30,0,0,0,20
3554,NA Pratt,3,155,14,0,1,149,2,0,0,76
3555,Ankita Ved,3,67,2,0,2,103,0,0,0,43
3556,Kashish Agarwal,2,23,1,0,2,26,0,0,0,22
3557,Sasha Azmi,3,71,7,0,2,59,1,0,0,54
3558,Zumika Azmi,2,15,1,0,2,16,0,0,0,10
3559,T Sen,1,16,0,0,1,15,0,0,0,16
3560,Muhammad Abbasi,2,18,3,0,2,16,0,0,0,17
3561,Muzaffar Mujeed,2,31,4,1,2,24,0,0,0,16
3562,Shanawaz Khan,1,20,1,1,1,22,0,0,0,20
3563,Gulam Mustafa,1,26,1,1,1,21,0,0,0,26
3564,Imran Azam,1,2,0,0,1,3,0,0,0,2
3565,Roheel Shamus,1,3,0,0,1,2,0,0,0,3
3566,Waqas Akram,1,1,0,0,0,1,0,0,0,1
3567,K Kaul,1,10,1,0,1,11,0,0,0,10
3568,Abdalah Lubega,1,14,1,0,1,20,0,0,0,14
3569,Mohammed Irfan (2),1,9,0,1,0,5,0,0,0,9
3570,Faisal Javid Khan,3,80,14,3,3,34,0,0,0,35
3571,Imran Ashraf,3,54,5,3,2,39,0,0,1,33
3572,Mujeeb-ur-Rehman,2,16,0,1,2,12,0,0,0,11
3573,BA Langston,1,21,2,0,0,22,0,0,0,21
3574,MMBRSTC Wanigaratne,5,79,8,0,4,109,1,0,2,52
3575,R Tanweer,3,13,1,1,3,14,0,0,1,9
3576,DA Minors,10,152,17,5,10,231,0,0,1,37
3577,S Bremar,5,81,6,4,4,125,0,0,2,42
3578,BJ Hall,2,11,1,0,2,19,0,0,0,8
3579,GH Maybury,3,7,1,0,2,21,0,0,0,4
3580,C Outerbridge,3,28,2,0,0,56,0,0,0,21
3581,A Poulose,8,86,12,3,8,100,0,0,2,42
3582,LE Gallichan,3,19,0,0,3,60,0,0,1,17
3583,RR Timbawala,4,47,2,0,3,105,0,0,1,34
3584,W Harris,2,25,1,0,1,41,0,0,0,20
3585,DAW Hollis,3,37,4,0,2,78,0,0,0,19
3586,ZH Cheema,1,1,0,0,1,4,0,0,0,1
3587,Abdullah Syed,2,20,1,0,2,32,0,0,1,20
3588,P Nair,2,1,0,0,2,20,0,0,1,1
3589,Lu Cangcang,1,4,0,0,1,13,0,0,0,4
3590,Song Yangyang,1,1,0,0,1,1,0,0,0,1
3591,Zhang Yu Fei,1,53,3,2,1,67,1,0,0,53
3592,Wang Yu,1,1,0,0,1,3,0,0,0,1
3593,Tian Suqing,1,1,0,0,1,11,0,0,0,1
3594,Han Junhui,1,5,0,0,1,9,0,0,0,5
3595,Pu Xianliang,1,4,1,0,1,5,0,0,0,4
3596,Song Yulin,1,2,0,0,1,6,0,0,0,2
3597,Feng Yu,1,0,0,0,1,2,0,0,1,0
3598,Wang Zihao,1,1,0,0,0,1,0,0,0,1
3599,R Tsutsui,1,0,0,0,1,1,0,0,1,0
3600,J Yamashita,1,0,0,0,1,4,0,0,1,0
3601,T Ota,1,2,0,0,1,9,0,0,0,2
3602,M Thurgate,1,15,1,1,1,16,0,0,0,15
3603,W Miyauchi,1,1,0,0,0,4,0,0,0,1
3604,S Meghana,1,9,0,0,0,16,0,0,0,9
3605,M Stiller,1,43,5,1,1,82,0,0,0,43
3606,Muhammed Shanil,1,1,0,0,0,3,0,0,0,1
3607,DP Vaidya,4,111,13,0,4,144,1,0,1,89
3608,M Shehani,1,11,1,0,1,17,0,0,0,11
3609,MF Kendal,4,37,4,0,4,109,0,0,0,16
3610,H Philip,1,2,0,0,1,9,0,0,0,2
3611,M Tom,3,7,1,0,2,33,0,0,2,7
3612,Ghulam Fatima,1,1,0,0,1,1,0,0,0,1
3613,Suraiya Azmin,1,0,0,0,1,1,0,0,1,0
3614,C McAuslan,2,35,4,0,2,72,0,0,0,27
3615,ME Trescothick,12,578,75,4,12,606,5,2,1,121
3616,MP Vaughan,23,642,81,2,23,1260,4,1,3,106
3617,VS Solanki,7,147,14,3,6,137,0,0,0,44
3618,JN Gillespie,1,24,4,0,1,17,0,0,0,24
3619,MS Kasprowicz,1,3,0,0,0,6,0,0,0,3
3620,CD McMillan,25,744,59,33,20,719,5,1,0,117
3621,CL Cairns,4,15,0,1,3,28,0,0,0,10
3622,AR Adams,4,17,1,0,3,21,0,0,0,7
3623,JW Wilson,1,18,2,0,1,13,0,0,0,18
3624,A Nel,19,127,14,3,9,174,0,0,6,30
3625,NJ Astle,20,659,57,12,16,816,5,1,4,118
3626,JWM Dalrymple,29,547,38,3,27,710,2,0,2,67
3627,G Chapple,1,14,1,1,1,6,0,0,0,14
3628,DI Joyce,3,29,4,0,3,58,0,0,1,18
3629,PG Gillespie,2,2,0,0,2,9,0,0,1,2
3630,D Langford-Smith,9,79,6,2,5,79,0,0,1,18
3631,PJK Mooney,2,11,1,0,1,8,0,0,1,11
3632,D Gough,2,19,2,0,2,17,0,0,0,18
3633,J Lewis,8,44,4,0,6,48,0,0,0,17
3634,Inzamam-ul-Haq,24,602,56,9,18,861,1,0,1,79
3635,RP Arnold,29,582,36,2,19,737,4,0,1,76
